Sample	PC1	PC2	PC3	PC4	studyName	sampleType	tissueType	tissueType_2	tumorStatus_2	deseq2_normalization
127	SRR816818_Prostate	-0.00896556228923561	-0.00802154392415389	-0.0122819646670036	-0.0340560908819338	GTEx	Prostate	Prostate	Prostate	Normal	1.33850472262439
128	SRR816892_Thyroid	0.0355769594045953	-0.0199826408932738	0.0160099673047235	0.0131920500618189	GTEx	Thyroid	Thyroid	Thyroid	Normal	1.21101344360405
129	SRR816969_Prostate	-0.0109984196220781	0.00548739666946104	-0.00063405134940308	-0.0276054218558893	GTEx	Prostate	Prostate	Prostate	Normal	1.4267779170007
130	SRR818523_Colon_Transverse	-0.0407346871480017	-0.0129229274286204	0.0426748596440889	0.00423067867907931	GTEx	Colon_Transverse	Colon	Colon	Normal	1.56982861015476
131	SRR818749_Thyroid	0.0368216545482859	-0.0229297850828855	0.0182095371545995	0.0136665479606718	GTEx	Thyroid	Thyroid	Thyroid	Normal	1.79253889591743
132	SRR819486_Colon_Transverse	-0.0394131523635063	-0.00927538410286641	0.0522474304853391	0.0098941350980436	GTEx	Colon_Transverse	Colon	Colon	Normal	1.52543121144772
133	SRR819690_Thyroid	0.0392240637414837	-0.0172820512506533	0.0174099784136374	0.0184721171397364	GTEx	Thyroid	Thyroid	Thyroid	Normal	1.29375326223144
134	SRR819867_Thyroid	0.0391282657950618	-0.0148939201310478	0.0113276230223494	0.0170900232463232	GTEx	Thyroid	Thyroid	Thyroid	Normal	1.38662045736221
135	SRR820186_Thyroid	0.0399747921071904	-0.0231203636782326	0.0208620690073528	0.0168397825302436	GTEx	Thyroid	Thyroid	Thyroid	Normal	1.50603155586467
136	SRR820234_Prostate	0.000126432780508192	-0.016040717312605	0.00211782031745546	-0.0442739931143335	GTEx	Prostate	Prostate	Prostate	Normal	1.57813732935724
137	SRR821043_Liver	0.00802124066752202	0.042861973652993	0.00795433352603903	-0.0259943624072584	GTEx	Liver	Liver	Liver	Normal	1.85056824500644
138	SRR821148_Thyroid	0.032009972871759	-0.0279345627880354	0.00373455929230511	0.023172294326721	GTEx	Thyroid	Thyroid	Thyroid	Normal	2.50764595756794
139	SRR821176_Thyroid	0.0340179810821106	-0.010101394010151	0.0121295351919515	0.0221694568841511	GTEx	Thyroid	Thyroid	Thyroid	Normal	1.71798166378071
140	SRR821207_Thyroid	0.0409313415877329	-0.0263789216884876	0.0136037504582677	0.0236585852635804	GTEx	Thyroid	Thyroid	Thyroid	Normal	1.54580062395742
141	SRR821356_Kidney_Cortex	-0.00408247461814036	0.00809178417741942	-0.0163702356235005	0.0042769968004762	GTEx	Kidney_Cortex	Kidney	Kidney	Normal	0.78213632483293
142	SRR1069141_Liver	0.0199744300757058	0.040373466703352	0.00542660882934405	-0.0280013493025852	GTEx	Liver	Liver	Liver	Normal	0.724813297227416
143	SRR1069209_Prostate	-0.00798204581218557	0.00447457189686048	0.00821866309765032	-0.0235708775672855	GTEx	Prostate	Prostate	Prostate	Normal	1.44724751596849
144	SRR1069279_Thyroid	0.0413292197830087	-0.0208743720383515	0.0162597393558074	0.00916187987297683	GTEx	Thyroid	Thyroid	Thyroid	Normal	1.03191706703854
145	SRR1069514_Prostate	-0.010123439489597	0.00263661037591861	-0.00737015801987716	-0.0263901906285756	GTEx	Prostate	Prostate	Prostate	Normal	1.1147100545466
146	SRR1069850_Colon_Transverse	-0.0384063841719399	-0.011205288925951	0.0384743840071301	0.00554068276561927	GTEx	Colon_Transverse	Colon	Colon	Normal	0.847424793790781
147	SRR1069943_Colon_Sigmoid	-0.0373581661549414	0.00560238278353609	0.0505728234255406	0.00983824441367913	GTEx	Colon_Sigmoid	Colon	Colon	Normal	2.40359217635108
148	SRR1069991_Colon_Transverse	-0.0368192960055335	0.000376520587413055	0.053107409873234	0.0120160578494021	GTEx	Colon_Transverse	Colon	Colon	Normal	0.811739855961484
149	SRR1070689_Liver	0.0244205200428761	0.0470517659936484	0.00872341986709061	-0.0407050839850726	GTEx	Liver	Liver	Liver	Normal	0.436332753044829
150	SRR1070863_Thyroid	0.0420598931757822	-0.0103056649836552	0.0186762504993709	0.0151643475060259	GTEx	Thyroid	Thyroid	Thyroid	Normal	0.898529348621088
151	SRR1070960_Thyroid	0.0347915487936488	-0.0210327881994191	0.0130357382368916	0.0166500885554609	GTEx	Thyroid	Thyroid	Thyroid	Normal	0.900249349424198
152	SRR1071668_Liver	0.028767853107341	0.0343294815820689	0.00470063240391094	-0.0404415621937768	GTEx	Liver	Liver	Liver	Normal	0.607359538709696
153	SRR1071807_Kidney_Cortex	-0.00164364694535366	0.00468446308342585	-0.0302756063523516	0.0121269974051152	GTEx	Kidney_Cortex	Kidney	Kidney	Normal	0.694871767178832
154	SRR1072578_Colon_Transverse	-0.0390513311743154	-0.00820400741975027	0.0456696053244758	0.00543905848058847	GTEx	Colon_Transverse	Colon	Colon	Normal	0.866090431807526
155	SRR1073069_Prostate	-0.00984959360171745	0.0106210431015788	-0.000346845400944186	-0.025765614076976	GTEx	Prostate	Prostate	Prostate	Normal	0.834745709722945
156	SRR1073217_Colon_Transverse	-0.0378314099383082	0.0103680024731311	0.0513765581714001	0.0133285303625892	GTEx	Colon_Transverse	Colon	Colon	Normal	1.76456920767178
157	SRR1073267_Thyroid	0.032803230707908	-0.0270399200993601	0.0161193718218824	0.0156100903378698	GTEx	Thyroid	Thyroid	Thyroid	Normal	1.27584194828829
158	SRR1073341_Thyroid	0.0409051601596868	-0.0116277538014135	0.0161257063940911	0.0215269485504237	GTEx	Thyroid	Thyroid	Thyroid	Normal	0.859382438765401
159	SRR1073435_Liver	0.0245470009148087	0.0538020764633317	0.00452180167776515	-0.0311634838585775	GTEx	Liver	Liver	Liver	Normal	0.644750463392452
160	SRR1073655_Colon_Transverse	-0.0395582946766731	-0.00110654168865475	0.048261259972146	0.00764690898451879	GTEx	Colon_Transverse	Colon	Colon	Normal	0.979424930436702
